"","plot","lat","lon","year","month","air_temperature_mean","precipitation","spei3_har","spei6_har","spei12_har","deMartonne_year"
"37",5,47.871068562,10.842269375,1954,1,-5,100.099998474121,-0.943348132094881,-2.2307207406075,-1.12944368568306,84.7465287627782
"38",5,47.871068562,10.842269375,1954,2,-3.5,36.2000007629395,-0.197543859979005,-1.92577512014198,-1.2286978071756,84.7465287627782
"39",5,47.871068562,10.842269375,1954,3,3.5,36.9000015258789,-0.340084612147354,-1.82041540588295,-1.05527454880605,84.7465287627782
"40",5,47.871068562,10.842269375,1954,4,4,95.4000015258789,-0.359637873478967,-0.917725455673601,-0.926863833196041,84.7465287627782
"41",5,47.871068562,10.842269375,1954,5,9.5,127.199996948242,0.296334331058026,0.137304261167373,-0.583096680753208,84.7465287627782
"42",5,47.871068562,10.842269375,1954,6,14.5,147.5,0.762996437713457,0.485822905061043,-0.849981953581064,84.7465287627782
"43",5,47.871068562,10.842269375,1954,7,13,277.299987792969,1.95596302007816,1.44051558325992,-0.34130272999921,84.7465287627782
"44",5,47.871068562,10.842269375,1954,8,14.5,171.800003051758,2.16162935595026,1.74912501384103,0.432724001540245,84.7465287627782
"45",5,47.871068562,10.842269375,1954,9,12.5,149.899993896484,2.27649221180619,2.3555334059955,1.14667680971134,84.7465287627782
"46",5,47.871068562,10.842269375,1954,10,7.5,82.3000030517578,1.22978305854679,2.12304903307928,1.41275931561417,84.7465287627782
"47",5,47.871068562,10.842269375,1954,11,3,40.5,0.466929565753384,2.02066720518591,1.54799582775577,84.7465287627782
"48",5,47.871068562,10.842269375,1954,12,1,108.5,0.331766182425078,1.94654508152612,1.78380952243868,84.7465287627782
"49",5,47.871068562,10.842269375,1955,1,-1.5,82.1999969482422,0.60854732850488,1.23998946101211,1.6903915625306,74.025575096345
"50",5,47.871068562,10.842269375,1955,2,-2,113.300003051758,2.09972121338784,1.47121277331253,2.0659220864341,74.025575096345
"51",5,47.871068562,10.842269375,1955,3,0,33.5999984741211,0.901961537508867,0.821226537494146,2.06784701315432,74.025575096345
"52",5,47.871068562,10.842269375,1955,4,5.5,103.900001525879,0.836522982229469,0.994224730179281,1.97833810700259,74.025575096345
"53",5,47.871068562,10.842269375,1955,5,9.5,117.300003051758,-0.00111514056522306,1.2072514512556,1.99154417879661,74.025575096345
"54",5,47.871068562,10.842269375,1955,6,13.5,151.399993896484,0.52628382975712,0.90687275333659,1.89411754454284,74.025575096345
"55",5,47.871068562,10.842269375,1955,7,15,213.800003051758,1.17805129860607,1.37790808300903,1.68993072124999,74.025575096345
"56",5,47.871068562,10.842269375,1955,8,14.5,87.1999969482422,0.480162210804324,0.385123761367896,1.1808107502336,74.025575096345
"57",5,47.871068562,10.842269375,1955,9,11.5,126.699996948242,0.789418974325375,0.900122611147422,1.09957492055147,74.025575096345
"58",5,47.871068562,10.842269375,1955,10,6,63.2000007629395,-0.45398370763616,0.660302774307936,1.03998579090568,74.025575096345
"59",5,47.871068562,10.842269375,1955,11,1.5,25.3999996185303,-0.180824161720745,0.172885569287076,0.922269308723718,74.025575096345
"60",5,47.871068562,10.842269375,1955,12,2,88,-0.495782199970274,0.345327801394957,0.804145787983838,74.025575096345
"61",5,47.871068562,10.842269375,1956,1,-0.5,76.3000030517578,-0.235637764289556,-0.513228662503243,0.777651695552673,80.0170217879275
"62",5,47.871068562,10.842269375,1956,2,-9,29.1000003814697,0.113937537500115,-0.116740350528503,0.266424879811984,80.0170217879275
"63",5,47.871068562,10.842269375,1956,3,1.5,84.6999969482422,0.106959318627526,-0.379256275606864,0.583865471361015,80.0170217879275
"64",5,47.871068562,10.842269375,1956,4,4.5,78.5,0.0367590189196041,-0.199908592969935,0.440831222363532,80.0170217879275
"65",5,47.871068562,10.842269375,1956,5,11,115.099998474121,0.34679767049342,0.344743056865051,0.419818417920492,80.0170217879275
"66",5,47.871068562,10.842269375,1956,6,11.5,210.699996948242,1.10085624681298,0.960347773934581,0.82252541454723,80.0170217879275
"67",5,47.871068562,10.842269375,1956,7,16,170,1.16866264895367,0.935267480805966,0.423469963344941,80.0170217879275
"68",5,47.871068562,10.842269375,1956,8,14,178.100006103516,1.4948919218634,1.30626138861581,0.948432900920964,80.0170217879275
"69",5,47.871068562,10.842269375,1956,9,13.5,79,0.292747446125662,0.908237106901928,0.570469090763724,80.0170217879275
"70",5,47.871068562,10.842269375,1956,10,6,146.600006103516,1.02539330953348,1.49275947013127,1.1123445876188,80.0170217879275
"71",5,47.871068562,10.842269375,1956,11,0.5,56,0.530744617921159,1.50975889229849,1.2880848557993,80.0170217879275
"72",5,47.871068562,10.842269375,1956,12,-1,29.5,0.565796708122756,0.494910718475254,0.944551716880329,80.0170217879275
"73",5,47.871068562,10.842269375,1957,1,-2,39.2999992370605,-1.63242766955184,0.0811575995096737,0.733579095340828,65.5299264949603
"74",5,47.871068562,10.842269375,1957,2,2.5,104.599998474121,-0.480864974257983,0.200538231837451,1.17115628325112,65.5299264949603
"75",5,47.871068562,10.842269375,1957,3,6,53,-0.212501411971705,0.286074516258573,0.891161170416342,65.5299264949603
"76",5,47.871068562,10.842269375,1957,4,6,73.4000015258789,0.13790456893763,-0.873095778119089,0.805338505804404,65.5299264949603
"77",5,47.871068562,10.842269375,1957,5,7.5,86.6999969482422,-0.781807401975908,-0.851295012223513,0.730453208586258,65.5299264949603
"78",5,47.871068562,10.842269375,1957,6,15.5,177.899993896484,-0.13237633382132,-0.150877366379096,0.247581816262358,65.5299264949603
"79",5,47.871068562,10.842269375,1957,7,15.5,212.100006103516,0.958750495888253,0.820497517457807,0.682425208603121,65.5299264949603
"80",5,47.871068562,10.842269375,1957,8,13.5,184.399993896484,1.57371024421385,0.812754755094771,0.734423716232978,65.5299264949603
"81",5,47.871068562,10.842269375,1957,9,11,112.900001525879,1.57140053755272,1.22722891265396,1.09345196285505,65.5299264949603
"82",5,47.871068562,10.842269375,1957,10,8,22.5,0.21253354323966,0.889315569572093,0.220605189785811,65.5299264949603
"83",5,47.871068562,10.842269375,1957,11,3,31.3999996185303,-0.925643669244848,0.615084437985803,-0.0462348615611471,65.5299264949603
"84",5,47.871068562,10.842269375,1957,12,-1,24,-2.59781947957414,0.16302257478219,-0.0264136982284903,65.5299264949603
"85",5,47.871068562,10.842269375,1958,1,-2,77.4000015258789,-1.52792616504151,-0.580221904768476,0.259438909923606,72.2176473280963
"86",5,47.871068562,10.842269375,1958,2,1,155.199996948242,1.22778745309707,-0.0872413191383886,0.632324601938591,72.2176473280963
"87",5,47.871068562,10.842269375,1958,3,-2,50.4000015258789,1.76240357280028,-0.597688565003926,0.744139197068865,72.2176473280963
"88",5,47.871068562,10.842269375,1958,4,3.5,92.1999969482422,1.38560600838416,0.467813910599096,0.931242421811181,72.2176473280963
"89",5,47.871068562,10.842269375,1958,5,13.5,68.8000030517578,-0.856431945508258,0.0974270385427619,0.590812053894701,72.2176473280963
"90",5,47.871068562,10.842269375,1958,6,13.5,149.399993896484,-0.842108949887928,0.495222910302304,0.390031414517586,72.2176473280963
"91",5,47.871068562,10.842269375,1958,7,16.5,139.100006103516,-1.04996046296367,0.249880072078564,-0.192548168263649,72.2176473280963
"92",5,47.871068562,10.842269375,1958,8,16,102.5,-0.819608797067703,-1.1139358971294,-0.939233707819548,72.2176473280963
"93",5,47.871068562,10.842269375,1958,9,14,104,-0.667217312368973,-1.07437807858087,-1.17391468628897,72.2176473280963
"94",5,47.871068562,10.842269375,1958,10,6.5,155.800003051758,0.455507441716926,-0.455711035388688,-0.0805396204239996,72.2176473280963
"95",5,47.871068562,10.842269375,1958,11,3,46.0999984741211,0.871282909669347,-0.110730534970611,-0.0274887525561668,72.2176473280963
"96",5,47.871068562,10.842269375,1958,12,0.5,86.8000030517578,1.23555935275412,0.248866255038714,0.45335244921006,72.2176473280963
"97",5,47.871068562,10.842269375,1959,1,-2.5,72.4000015258789,0.1472790472824,0.433270883541898,0.44607942912747,53.527962671072
"98",5,47.871068562,10.842269375,1959,2,-0.5,14,-0.529193498053495,0.51545132144531,-0.609837255243774,53.527962671072
"99",5,47.871068562,10.842269375,1959,3,5.5,46.2999992370605,-1.28010973180392,0.212923089088758,-0.753402717684798,53.527962671072
"100",5,47.871068562,10.842269375,1959,4,7.5,71.5,-1.43240811789321,-1.22251109787563,-1.04659573265908,53.527962671072
"101",5,47.871068562,10.842269375,1959,5,11,126.5,-0.608954328347626,-0.748828326842219,-0.49173671481081,53.527962671072
"102",5,47.871068562,10.842269375,1959,6,14,186.600006103516,0.395731125287204,-0.418016799018609,-0.100583355882547,53.527962671072
"103",5,47.871068562,10.842269375,1959,7,17,121.400001525879,0.18016807537666,-0.859383704179103,-0.349454604564019,53.527962671072
"104",5,47.871068562,10.842269375,1959,8,15.5,105.300003051758,-0.50388693855442,-0.728513007398937,-0.23091137348076,53.527962671072
"105",5,47.871068562,10.842269375,1959,9,13,26.6000003814697,-1.69741351352643,-1.17331803234083,-0.850208490189301,53.527962671072
"106",5,47.871068562,10.842269375,1959,10,7.5,54.0999984741211,-1.79618883015744,-1.29818317657228,-1.7220025690022,53.527962671072
"107",5,47.871068562,10.842269375,1959,11,2,50.9000015258789,-1.69752044767648,-1.42829604177323,-1.55553705058489,53.527962671072
"108",5,47.871068562,10.842269375,1959,12,1,65.5999984741211,-0.801502352268185,-1.81788363061995,-1.71695642279247,53.527962671072
"109",5,47.871068562,10.842269375,1960,1,-2.5,60.2999992370605,-0.461238740071447,-1.85270206583961,-1.82181178821119,70.2798021438673
"110",5,47.871068562,10.842269375,1960,2,-0.5,61.7999992370605,-0.123309194047599,-1.56709759542867,-1.56786268424495,70.2798021438673
"111",5,47.871068562,10.842269375,1960,3,4,78.5,0.179980092824639,-0.555229980021831,-1.24666917711538,70.2798021438673
"112",5,47.871068562,10.842269375,1960,4,6,66.4000015258789,0.144971709447449,-0.230390779853697,-1.11935195328298,70.2798021438673
"113",5,47.871068562,10.842269375,1960,5,11.5,95.1999969482422,-0.430901699469944,-0.376988408708022,-1.48116775032892,70.2798021438673
"114",5,47.871068562,10.842269375,1960,6,15,162.699996948242,-0.446112232323902,-0.168870763928967,-1.5390808304147,70.2798021438673
"115",5,47.871068562,10.842269375,1960,7,13.5,155.899993896484,0.000317389141201109,0.0739080652554361,-1.28630015797917,70.2798021438673
"116",5,47.871068562,10.842269375,1960,8,14.5,165,0.63008951904967,0.257188146021075,-0.708131819805937,70.2798021438673
"117",5,47.871068562,10.842269375,1960,9,11,115.099998474121,0.877248730009704,0.376817949815748,0.0652965426747246,70.2798021438673
"118",5,47.871068562,10.842269375,1960,10,7,100,1.07115530418613,0.766941605400066,0.474317948020244,70.2798021438673
"119",5,47.871068562,10.842269375,1960,11,4.5,57.5,0.606452492061155,0.875479313534108,0.431818140706724,70.2798021438673
"120",5,47.871068562,10.842269375,1960,12,-1,70.5,0.376253149371774,0.835997600488068,0.513994440359036,70.2798021438673
"121",5,47.871068562,10.842269375,1961,1,-2,34.2000007629395,-0.845227243571664,0.489520713396508,0.360826780491011,59.2037387027919
"122",5,47.871068562,10.842269375,1961,2,2,75.0999984741211,-0.341109416768632,0.352492543032698,0.448588333231317,59.2037387027919
"123",5,47.871068562,10.842269375,1961,3,4.5,46,-0.864489141347703,-0.382556150935226,0.16793727315316,59.2037387027919
"124",5,47.871068562,10.842269375,1961,4,9.5,81.3000030517578,-0.266276757448977,-0.790679937641883,0.210888730555833,59.2037387027919
"125",5,47.871068562,10.842269375,1961,5,9,195.100006103516,1.07969956017693,0.697939655165402,1.10004190038077,59.2037387027919
"126",5,47.871068562,10.842269375,1961,6,15,130.399993896484,0.998376117955002,0.397397157389871,0.819331413460513,59.2037387027919
"127",5,47.871068562,10.842269375,1961,7,14,113.400001525879,0.571949446138359,0.259010017955625,0.519282580893469,59.2037387027919
"128",5,47.871068562,10.842269375,1961,8,15,146.699996948242,-0.779320312771233,0.0760544134933661,0.287188537692032,59.2037387027919
"129",5,47.871068562,10.842269375,1961,9,16.5,47.9000015258789,-1.22312002293849,-0.377053929637986,-0.454415990795114,59.2037387027919
"130",5,47.871068562,10.842269375,1961,10,9,50.9000015258789,-1.35552603392667,-0.58425928877342,-0.932929218713173,59.2037387027919
"131",5,47.871068562,10.842269375,1961,11,3,34,-1.90207918202436,-1.68614848469315,-1.06880409121012,59.2037387027919
"132",5,47.871068562,10.842269375,1961,12,-1.5,100.800003051758,-0.580097226451572,-1.33156475650569,-0.844346658092118,59.2037387027919
"133",5,47.871068562,10.842269375,1962,1,-0.5,91.0999984741211,0.494179867928676,-0.967968295904187,-0.440927849479045,64.9305706122996
"134",5,47.871068562,10.842269375,1962,2,-2,78.9000015258789,1.56669933094585,-0.734735329748162,-0.374058983654549,64.9305706122996
"135",5,47.871068562,10.842269375,1962,3,-1,61.7000007629395,0.976920951851748,0.190147466168963,-0.140761504430218,64.9305706122996
"136",5,47.871068562,10.842269375,1962,4,7,79.3000030517578,0.313447938735421,0.474503881037594,-0.113680855464933,64.9305706122996
"137",5,47.871068562,10.842269375,1962,5,8.5,172,1.03268564882173,1.52136056301503,-0.409103225159412,64.9305706122996
"138",5,47.871068562,10.842269375,1962,6,13,83.3000030517578,-0.0395516708746839,0.571699438545643,-0.683056908248602,64.9305706122996
"139",5,47.871068562,10.842269375,1962,7,15,109.199996948242,-0.495346886260803,-0.193829047036987,-0.817193368489844,64.9305706122996
"140",5,47.871068562,10.842269375,1962,8,16.5,94.8000030517578,-1.82204976993279,-1.05011881513803,-1.2542198521046,64.9305706122996
"141",5,47.871068562,10.842269375,1962,9,12,90.8000030517578,-1.38505249773774,-1.16412878279811,-0.853457313198853,64.9305706122996
"142",5,47.871068562,10.842269375,1962,10,8,24.7999992370605,-1.6919053814709,-1.65717585062457,-1.06941105113005,64.9305706122996
"143",5,47.871068562,10.842269375,1962,11,1,39,-1.27711784135149,-2.0960758861112,-0.968230965584662,64.9305706122996
"144",5,47.871068562,10.842269375,1962,12,-4.5,119.400001525879,-0.488757762695737,-1.42374837478973,-0.798613633818256,64.9305706122996
"145",5,47.871068562,10.842269375,1963,1,-8,34.7999992370605,0.0675458730838761,-1.52475953614688,-1.15741480656179,63.8164946565923
"146",5,47.871068562,10.842269375,1963,2,-6,25,-0.0901918848653418,-1.18960805775521,-1.60509291854683,63.8164946565923
"147",5,47.871068562,10.842269375,1963,3,1.5,74,-0.921564189094494,-1.11671957479958,-1.52605536148542,63.8164946565923
"148",5,47.871068562,10.842269375,1963,4,7.5,67.1999969482422,-0.532568712686072,-0.513016431259794,-1.59149805138164,63.8164946565923
"149",5,47.871068562,10.842269375,1963,5,10.5,117.900001525879,0.0754054573672388,0.0270332197332571,-2.04500154238476,63.8164946565923
"150",5,47.871068562,10.842269375,1963,6,14.5,146.600006103516,-0.0193297046510192,-0.506909441340138,-1.41407696136141,63.8164946565923
"151",5,47.871068562,10.842269375,1963,7,17,121.5,-0.277856328709505,-0.600600739239406,-1.52749881440396,63.8164946565923
"152",5,47.871068562,10.842269375,1963,8,14.5,193.399993896484,0.222131129531779,0.233623248231157,-0.489832951796417,63.8164946565923
"153",5,47.871068562,10.842269375,1963,9,13,102.099998474121,0.39967534912433,0.228353378194812,-0.360924279235845,63.8164946565923
"154",5,47.871068562,10.842269375,1963,10,7.5,37.4000015258789,0.372147430205246,0.0770075296066652,-0.249987958726043,63.8164946565923
"155",5,47.871068562,10.842269375,1963,11,6,92.5999984741211,-0.0748122004578402,0.0386163552177927,0.043509701588527,63.8164946565923
"156",5,47.871068562,10.842269375,1963,12,-4,19.2000007629395,-1.17062650948144,-0.310919362718897,-0.616213901774344,63.8164946565923
"157",5,47.871068562,10.842269375,1964,1,-3.5,21.5,-1.55280864497378,-0.458313481852254,-0.735347462013145,66.8271849548933
"158",5,47.871068562,10.842269375,1964,2,0,42.5999984741211,-1.89576594390391,-1.38008707724308,-0.657917829238737,66.8271849548933
"159",5,47.871068562,10.842269375,1964,3,1,79.1999969482422,-0.669437432785178,-1.3892273040216,-0.516888164407096,66.8271849548933
"160",5,47.871068562,10.842269375,1964,4,7.5,99.3000030517578,0.431860696444334,-0.570088831552124,-0.219159257455963,66.8271849548933
"161",5,47.871068562,10.842269375,1964,5,12,161.5,1.23685475462917,-0.172971682620098,-0.00566326456573629,66.8271849548933
"162",5,47.871068562,10.842269375,1964,6,16,124.5,0.400655716429874,0.00297860566404103,-0.271759713622757,66.8271849548933
"163",5,47.871068562,10.842269375,1964,7,17,73.9000015258789,-1.24115889297598,-0.716319926560816,-0.863671322648929,66.8271849548933
"164",5,47.871068562,10.842269375,1964,8,15,152.100006103516,-1.48471904938773,-0.5116037565751,-1.19380149202829,66.8271849548933
"165",5,47.871068562,10.842269375,1964,9,13,76.9000015258789,-1.45600774585651,-0.976148452237352,-1.50286384728534,66.8271849548933
"166",5,47.871068562,10.842269375,1964,10,5.5,152.699996948242,0.823785989174251,-0.333874240770662,-0.607629242146192,66.8271849548933
"167",5,47.871068562,10.842269375,1964,11,4,110.800003051758,1.22759452785076,-0.45359148567491,-0.456899151431854,66.8271849548933
"168",5,47.871068562,10.842269375,1964,12,-1.5,52.2000007629395,1.53427055882499,-0.135333775289381,-0.162969428393565,66.8271849548933
"169",5,47.871068562,10.842269375,1965,1,-1,52.2000007629395,0.429269879124262,0.85621323669167,0.070567840571382,85.5937987926395
"170",5,47.871068562,10.842269375,1965,2,-5.5,64.6999969482422,-0.361220203969887,0.967062088896199,0.268404458228626,85.5937987926395
"171",5,47.871068562,10.842269375,1965,3,2,79.4000015258789,0.260063776624642,1.56031816766576,0.203869961929083,85.5937987926395
"172",5,47.871068562,10.842269375,1965,4,5,159.699996948242,1.50355909093011,1.50653483246543,0.724988780794876,85.5937987926395
"173",5,47.871068562,10.842269375,1965,5,9,188.5,2.32024857637128,1.81738168129577,1.05657983037535,85.5937987926395
"174",5,47.871068562,10.842269375,1965,6,14.5,225,2.656850298114,2.22002040811445,1.58547595790655,85.5937987926395
"175",5,47.871068562,10.842269375,1965,7,14.5,178.100006103516,2.20764000923666,2.41436320576128,2.24114974826686,85.5937987926395
"176",5,47.871068562,10.842269375,1965,8,13.5,99.0999984741211,1.00929912614126,2.18935706789817,1.99311926866304,85.5937987926395
"177",5,47.871068562,10.842269375,1965,9,11.5,121.400001525879,0.375032629753779,2.34719679363951,2.26292285544852,85.5937987926395
"178",5,47.871068562,10.842269375,1965,10,8,5.30000019073486,-1.17989448176337,1.23531192871975,1.68292165253015,85.5937987926395
"179",5,47.871068562,10.842269375,1965,11,1.5,87.4000015258789,-0.349276001938464,0.496892856862795,1.58894570416791,85.5937987926395
"180",5,47.871068562,10.842269375,1965,12,0.5,119.400001525879,-0.00615836543778815,0.243306846422752,1.81784167906522,85.5937987926395
"181",5,47.871068562,10.842269375,1966,1,-4,39.7999992370605,1.00757394318966,-0.467106721025312,1.76832063772272,85.1652175239895
"182",5,47.871068562,10.842269375,1966,2,4.5,70.9000015258789,0.757801773052353,0.108681275718934,1.82205794585703,85.1652175239895
"183",5,47.871068562,10.842269375,1966,3,1,99.5999984741211,0.570281685872487,0.330116468873501,1.91851533256441,85.1652175239895
"184",5,47.871068562,10.842269375,1966,4,8.5,91.0999984741211,0.85600330519268,1.24608611801662,1.50196563847808,85.1652175239895
"185",5,47.871068562,10.842269375,1966,5,11,183.800003051758,1.62979994165875,1.60255547965911,1.43537675522001,85.1652175239895
"186",5,47.871068562,10.842269375,1966,6,15,155.5,1.0733870028676,1.13099026852307,0.87589755453521,85.1652175239895
"187",5,47.871068562,10.842269375,1966,7,14,230.300003051758,1.89898912991561,1.91022892624898,1.33111008965921,85.1652175239895
"188",5,47.871068562,10.842269375,1966,8,14,224,2.25062086915608,2.39899059019407,1.85704296610458,85.1652175239895
"189",5,47.871068562,10.842269375,1966,9,13.5,70.0999984741211,1.79314923222946,2.07002656850003,1.69615876471695,85.1652175239895
"190",5,47.871068562,10.842269375,1966,10,10.5,97.9000015258789,1.23132559046958,2.08430486705506,2.14464719417951,85.1652175239895
"191",5,47.871068562,10.842269375,1966,11,0,85,0.258509971327698,1.97049753076666,2.25106191929247,85.1652175239895
"192",5,47.871068562,10.842269375,1966,12,-1,121.099998474121,1.36911643416726,1.99226890807195,2.1001723878996,85.1652175239895
"193",5,47.871068562,10.842269375,1967,1,-2,66.5999984741211,1.40033258472573,1.62658948759906,2.17359656301583,63.1344578754471
"194",5,47.871068562,10.842269375,1967,2,0.5,41,0.682737331815633,0.575103069670259,2.13761720115028,63.1344578754471
"195",5,47.871068562,10.842269375,1967,3,3.5,114.099998474121,0.633034370316416,1.56890898354648,2.14445838722818,63.1344578754471
"196",5,47.871068562,10.842269375,1967,4,4.5,91.5,0.701503647696769,1.38665862175464,2.07945135879782,63.1344578754471
"197",5,47.871068562,10.842269375,1967,5,11,118.099998474121,1.04581840351605,1.1391180898812,1.93554525278627,63.1344578754471
"198",5,47.871068562,10.842269375,1967,6,13,164.699996948242,0.5233929983644,0.779039323153651,1.87558764930924,63.1344578754471
"199",5,47.871068562,10.842269375,1967,7,18,110.300003051758,-0.408567030754534,0.159706843351305,1.23824352557795,63.1344578754471
"200",5,47.871068562,10.842269375,1967,8,15.5,103.900001525879,-0.902667947618679,-0.0622769228269905,0.321150427664417,63.1344578754471
"201",5,47.871068562,10.842269375,1967,9,12.5,135.600006103516,-0.591808677973248,-0.204706354788967,0.789529688026857,63.1344578754471
"202",5,47.871068562,10.842269375,1967,10,10,49.7999992370605,-0.498756712031628,-0.650272656485327,0.397719825662735,63.1344578754471
"203",5,47.871068562,10.842269375,1967,11,3.5,47,-0.161882070709274,-0.910868798598392,0.0284802468826535,63.1344578754471
"204",5,47.871068562,10.842269375,1967,12,-2.5,49.0999984741211,-1.30031647582023,-1.15979883098093,-0.420562266058936,63.1344578754471
"205",5,47.871068562,10.842269375,1968,1,-3,132.100006103516,0.670271167395233,-0.0577020740201848,0.0732765112549594,67.8000005212161
"206",5,47.871068562,10.842269375,1968,2,0,41.5999984741211,0.738660834401827,0.255071814997081,0.13288640768225,67.8000005212161
"207",5,47.871068562,10.842269375,1968,3,3,48.5,0.677732619219488,-0.562209662539223,-0.400922247267054,67.8000005212161
"208",5,47.871068562,10.842269375,1968,4,8,65.5,-0.838291942644081,-0.390303146541329,-0.682615199132364,67.8000005212161
"209",5,47.871068562,10.842269375,1968,5,10,95.4000015258789,-0.956883060703636,-0.284591997607902,-0.902671938940244,67.8000005212161
"210",5,47.871068562,10.842269375,1968,6,14.5,146.300003051758,-0.606094882987684,-0.00437410761282617,-0.922907253110123,67.8000005212161
"211",5,47.871068562,10.842269375,1968,7,14.5,150.300003051758,-0.0360734141538071,-0.616347593548585,-0.509510074832463,67.8000005212161
"212",5,47.871068562,10.842269375,1968,8,14,193.800003051758,0.922984823251963,0.185299776297978,0.310377496134328,67.8000005212161
"213",5,47.871068562,10.842269375,1968,9,11.5,130.899993896484,1.27438457143434,0.660048285141384,0.287077797782386,67.8000005212161
"214",5,47.871068562,10.842269375,1968,10,9,70.5,1.28637929991335,0.895369296598087,0.497309819778918,67.8000005212161
"215",5,47.871068562,10.842269375,1968,11,3.5,24.8999996185303,-0.0474450678880795,0.631231042421398,0.301719754627014,67.8000005212161
