"","TREE_ID_time","INVENTORY_ID","PLOT_ID","PLOT_ID_time","TREE_ID","site","plot","year","i_year","removed","thinned","dead","species","x","x_min","x_max","y","y_min","y_max","z","expan_plot","expan_subplot","age","dbh","i_dbh","i_annual_dbh","g","i_g","i_annual_g","bal_plot","height","hcb","slenderness","search_radius","rel_dbh_Do","rel_dbh_Dg","rel_h_Ho","rel_h_Hm"
"17","5_1_119_1985","DEN","5_1","5_1_1985","5_1_119",5,1,1985,5,"no","no","no","10",37.7000007629395,0,50,5.90000009536743,0,50,NA,4,15.6622717120756,138,61.8,1.09999999999999,0.219999999999999,2999.62408157407,105.832402517806,21.1664805035612,15.05523142072,43.2,NA,69.9029126213592,14.256,0.815303430079156,1.39111328209204,1.00699300699301,1.14186861387683
"18","5_1_119_1991","DEN","5_1","5_1_1991","5_1_119",5,1,1991,6,"no","no","no","10",37.7000007629395,0,50,5.90000009536743,0,50,NA,4,15.0979121693926,143,63.8,2,0.333333333333333,3196.91610021951,197.292018645439,32.8820031075732,14.8003068848444,44,NA,68.9655172413793,14.52,0.811704834605598,1.39236796253941,0.962800875273523,1.11120061815235
"19","5_1_122_1980","DEN","5_1","5_1_1980","5_1_122",5,1,1980,0,"no","no","no","10",36.0999984741211,0,50,9.39999961853027,0,50,NA,4,20.45684468516,132,43.5,0,0,1486.16967468882,0,0,54.8385355204494,37.8,26.5,86.8965517241379,12.474,0.595075239398085,0.958449966417463,0.885245901639344,1.01008137981295
"20","5_1_122_1985","DEN","5_1","5_1_1985","5_1_122",5,1,1985,5,"no","no","no","10",36.0999984741211,0,50,9.39999961853027,0,50,NA,4,20.0780403555498,138,44,0.5,0.1,1520.53084433746,34.3611696486385,6.87223392972769,58.4345187106764,38.1549125389346,NA,86.7157103157605,12.5911211378484,0.580474934036939,0.946819425746025,0.889391900674466,0.999409771789247
"21","5_1_122_1991","DEN","5_1","5_1_1991","5_1_122",5,1,1991,6,"no","no","no","10",36.0999984741211,0,50,9.39999961853027,0,50,NA,4,18.2725714869306,143,45,1,0.166666666666667,1590.43128087983,69.9004365423727,11.6500727570621,61.7142911755417,39.9955145976769,NA,88.8789213281709,13.1985198172334,0.572519083969466,0.947482765333591,0.875175374128597,1.0018805475067
"22","5_1_13_1980","DEN","5_1","5_1_1980","5_1_13",5,1,1980,0,"no","no","no","10",48.4000015258789,0,50,36.2000007629395,0,50,NA,4,22.9343172248853,132,36,0,0,1017.87601976309,0,0,71.4464614110943,35.7,27,99.1666666666667,11.781,0.492476060191519,0.745011650604338,0.836065573770492,0.941379310344828
"23","5_1_13_1985","DEN","5_1","5_1_1985","5_1_13",5,1,1985,5,"no","no","no","10",48.4000015258789,0,50,36.2000007629395,0,50,NA,4,22.3051478586918,138,36,0,0,1017.87601976309,0,0,75.4394319569922,36.2,NA,100.555555555556,11.946,0.474934036939314,0.729558897076296,0.843822843822844,0.93421453756089
"24","5_1_13_1991","DEN","5_1","5_1_1991","5_1_13",5,1,1991,6,"no","no","no","10",48.4000015258789,0,50,36.2000007629395,0,50,NA,4,21.4669089973958,143,36.1,0.100000000000001,0.0166666666666669,1023.53874052119,5.6627207580957,0.94378679301595,79.2111244243345,36.9,NA,102.216066481994,12.177,0.459287531806616,0.714720531788099,0.807439824945295,0.90979230582477
"25","5_1_133_1980","DEN","5_1","5_1_1980","5_1_133",5,1,1980,0,"no","no","no","10",36.2000007629395,0,50,45.4000015258789,0,50,NA,4,21.9399947156645,132,46.9,0,0,1727.56965419066,0,0,48.3859021303131,36.5,25,77.8251599147122,12.045,0.641586867305062,0.958138564093441,0.85480093676815,0.984031522189963
"26","5_1_133_1985","DEN","5_1","5_1_1985","5_1_133",5,1,1985,5,"no","no","no","10",36.2000007629395,0,50,45.4000015258789,0,50,NA,4,19.2350852433843,138,48.4,1.5,0.3,1839.84232164833,112.272667457665,22.4545334915331,50.3157824974133,38.9819954204272,NA,80.5413128521223,12.864058488741,0.638522427440633,0.996330563369652,0.90867122192138,1.01366548895931
"27","5_1_133_1991","DEN","5_1","5_1_1991","5_1_133",5,1,1991,6,"no","no","no","10",36.2000007629395,0,50,45.4000015258789,0,50,NA,4,17.2437358349431,143,50.2,1.8,0.300000000000001,1979.23478768811,139.392466039779,23.2320776732966,48.5510682224829,41.1713818136198,NA,82.0147048080076,13.5865559984945,0.638676844783715,1.0213356176885,0.900905510144853,1.02428903813015
"28","5_1_137_1980","DEN","5_1","5_1_1980","5_1_137",5,1,1980,0,"no","no","no","10",34.4000015258789,0,50,42.5999984741211,0,50,NA,4,18.9250548465474,132,61.8,0,0,2999.62408157407,0,0,4.67990805393922,39.3,25.2,63.5922330097087,12.969,0.845417236662107,1.35122528637397,0.920374707259953,1.07530335474661
"29","5_1_137_1985","DEN","5_1","5_1_1985","5_1_137",5,1,1985,5,"no","no","no","10",34.4000015258789,0,50,42.5999984741211,0,50,NA,4,17.173087946789,138,62.9,1.1,0.22,3107.3571476473,107.733066073228,21.5466132146456,11.3775134144245,41.2559817949594,NA,65.5897961764061,13.6144739923366,0.829815303430079,1.35825357328195,0.961677897318401,1.08275649999601
"30","5_1_137_1991","DEN","5_1","5_1_1991","5_1_137",5,1,1991,6,"no","no","no","10",34.4000015258789,0,50,42.5999984741211,0,50,NA,4,15.1097968227605,143,65.2,2.3,0.383333333333334,3338.75900852909,231.401860881791,38.5669768136318,9.49502083091099,43.9826924338637,NA,67.4581172298523,14.514288503175,0.829516539440204,1.38331310356799,0.962422153913866,1.1012834881695
"31","5_1_139_1980","DEN","5_1","5_1_1980","5_1_139",5,1,1980,0,"no","no","no","10",34.5,0,50,36.0999984741211,0,50,NA,4,17.9974988824166,132,53.1,0,0,2214.51651549708,0,0,27.3437878551295,40.3,27.7,75.894538606403,13.299,0.72640218878249,1.21442159686213,0.943793911007026,1.09443714410863
"32","5_1_139_1985","DEN","5_1","5_1_1985","5_1_139",5,1,1985,5,"no","no","no","10",34.5,0,50,36.0999984741211,0,50,NA,4,18.2574644224171,138,54.5,1.4,0.28,2332.82889483127,118.312379334192,23.6624758668383,28.0060512944695,40.0120582389025,NA,73.4166206218394,13.2039792188378,0.718997361477573,1.22190205767603,0.932682010230828,1.05744623336757
"33","5_1_139_1991","DEN","5_1","5_1_1991","5_1_139",5,1,1991,6,"no","no","no","10",34.5,0,50,36.0999984741211,0,50,NA,4,16.4041645741206,143,55.3,0.799999999999997,0.133333333333333,2401.8182695041,68.9893746728317,11.4982291121386,34.7864250550062,42.2118187739827,NA,76.3324028462617,13.9299001954143,0.703562340966921,1.22266934576425,0.923672183238133,1.06932303308261
"34","5_1_142_1980","DEN","5_1","5_1_1980","5_1_142",5,1,1980,0,"no","no","no","10",34.4000015258789,0,50,26.8999996185303,0,50,NA,4,21.7015182828175,132,43,0,0,1452.20120412188,0,0,57.1973281077662,36.7,27.1,85.3488372093023,12.111,0.588235294117647,0.966325509861823,0.859484777517564,0.985518365781145
"35","5_1_142_1985","DEN","5_1","5_1_1985","5_1_142",5,1,1985,5,"no","no","no","10",34.4000015258789,0,50,26.8999996185303,0,50,NA,4,20.0780403555498,138,44,1,0.2,1520.53084433746,68.3296402155781,13.6659280431156,59.0427310484114,38.1549125389346,NA,86.7157103157605,12.5911211378484,0.580474934036939,0.97611656667619,0.889391900674466,1.00699373009183
"36","5_1_142_1991","DEN","5_1","5_1_1991","5_1_142",5,1,1991,6,"no","no","no","10",34.4000015258789,0,50,26.8999996185303,0,50,NA,4,18.3384708147275,143,44.7,0.700000000000003,0.116666666666667,1569.29621630281,48.7653719653476,8.12756199422461,62.98381190845,39.923587945627,NA,89.3145144197472,13.1747840220569,0.568702290076336,0.963201701622962,0.873601486775208,1.00261335435059
"37","5_1_147_1980","DEN","5_1","5_1_1980","5_1_147",5,1,1980,0,"no","no","no","10",34.5,0,50,10.8000001907349,0,50,NA,4,18.545614755467,132,48.8,0,0,1870.37860224122,0,0,40.4105356393892,39.7,26.5,81.3524590163935,13.101,0.667578659370725,1.09932443332485,0.929742388758782,1.06544178364988
"38","5_1_147_1985","DEN","5_1","5_1_1985","5_1_147",5,1,1985,5,"no","no","no","10",34.5,0,50,10.8000001907349,0,50,NA,4,18.545614755467,138,49.7,0.900000000000006,0.180000000000001,1940.0041494264,69.6255471851841,13.9251094370368,43.5233732954207,39.7,NA,79.8792756539235,13.101,0.655672823218998,1.09420587553583,0.925407925407925,1.04495958276439
"39","5_1_147_1991","DEN","5_1","5_1_1991","5_1_147",5,1,1991,6,"no","no","no","10",34.5,0,50,10.8000001907349,0,50,NA,4,17.2797495397087,143,50,0.299999999999997,0.0499999999999995,1963.49540849362,23.4912590672177,3.91520984453628,50.9229989502771,41.1284556313099,NA,82.2569112626198,13.5723903583323,0.636132315521629,1.08746147674055,0.899966206374396,1.03868455242137
"40","5_1_15_1980","DEN","5_1","5_1_1980","5_1_15",5,1,1980,0,"no","no","no","10",48.9000015258789,0,50,44.2999992370605,0,50,NA,4,16.8093197154185,132,61.7,0,0,2989.92441425611,0,0,5.87975768656885,41.7,29.2,67.5850891410049,13.761,0.844049247606019,1.23545239797337,0.976580796252927,1.11173048957828
"41","5_1_15_1985","DEN","5_1","5_1_1985","5_1_15",5,1,1985,5,"no","no","no","10",48.9000015258789,0,50,44.2999992370605,0,50,NA,4,17.1273827749275,138,63.3,1.59999999999999,0.319999999999999,3147.0040469356,157.079632679489,31.4159265358978,7.60508267280852,41.3109918183612,NA,65.2622303607602,13.6326273000592,0.835092348284961,1.23844211267864,0.962960182246182,1.0601499384663
"42","5_1_15_1991","DEN","5_1","5_1_1991","5_1_15",5,1,1991,6,"no","no","no","10",48.9000015258789,0,50,44.2999992370605,0,50,NA,4,15.1439275816834,143,64.9,1.60000000000001,0.266666666666668,3308.10491821169,161.100871276086,26.8501452126811,12.1660280377343,43.9331012880651,NA,67.6935304900849,14.4979234250615,0.825699745547074,1.23743511854238,0.961337008491578,1.07477426460812
"43","5_1_156_1980","DEN","5_1","5_1_1980","5_1_156",5,1,1980,0,"no","no","no","10",33,0,50,15.8000001907349,0,50,NA,4,19.0217344075021,132,57.7,0,0,2614.81825141749,0,0,17.4812697987869,39.2,30.7,67.9376083188908,12.936,0.789329685362517,1.33125661682169,0.918032786885246,1.05135591536704
"44","5_1_156_1985","DEN","5_1","5_1_1985","5_1_156",5,1,1985,5,"no","no","no","10",33,0,50,15.8000001907349,0,50,NA,4,18.8291104897988,138,58.9,1.2,0.239999999999999,2724.71116244006,109.892911022571,21.9785822045142,20.764045626229,39.4,NA,66.893039049236,13.002,0.777044854881267,1.32677463520809,0.918414918414918,1.04056354823489
"45","5_1_156_1991","DEN","5_1","5_1_1991","5_1_156",5,1,1991,6,"no","no","no","10",33,0,50,15.8000001907349,0,50,NA,4,15.6013157111755,143,61.1,2.2,0.366666666666667,2932.05627757699,207.345115136926,34.5575191894877,22.1811835147442,43.2843112258952,NA,70.841753233871,14.2838227045454,0.77735368956743,1.34305648861963,0.947140289406897,1.09457567173145
"46","5_1_158_1980","DEN","5_1","5_1_1980","5_1_158",5,1,1980,0,"no","no","no","10",32.9000015258789,0,50,22.2999992370605,0,50,NA,4,21.122064660614,132,47.1,0,0,1742.33513966253,0,0,47.6889680744481,37.2,26.3,78.9808917197452,12.276,0.644322845417237,1.05296597029167,0.871194379391101,0.987365962416392
"47","5_1_158_1985","DEN","5_1","5_1_1985","5_1_158",5,1,1985,5,"no","no","no","10",32.9000015258789,0,50,22.2999992370605,0,50,NA,4,19.2174217367133,138,48.5,1.4,0.28,1847.45282985165,105.117690189114,21.0235380378228,49.5768013654727,38.999906267099,NA,80.4121778703072,12.8699690681427,0.639841688654354,1.07576862154829,0.909088724174802,1.02348638002417
"48","5_1_158_1991","DEN","5_1","5_1_1991","5_1_158",5,1,1991,6,"no","no","no","10",32.9000015258789,0,50,22.2999992370605,0,50,NA,4,17.2437358349431,143,50.2,1.7,0.283333333333334,1979.23478768811,131.781957836458,21.9636596394097,49.3427621375582,41.1713818136198,NA,82.0147048080076,13.5865559984945,0.638676844783715,1.09086295538315,0.900905510144853,1.0343538056397
"49","5_1_159_1980","DEN","5_1","5_1_1980","5_1_159",5,1,1980,0,"no","no","no","10",32.7000007629395,0,50,27,0,50,NA,4,19.1191567035433,132,46.2,0,0,1676.38525588205,0,0,49.7503900675468,39.1,29.3,84.6320346320346,12.903,0.632010943912449,1.02443931328476,0.915690866510539,1.04434772233534
"50","5_1_159_1985","DEN","5_1","5_1_1985","5_1_159",5,1,1985,5,"no","no","no","10",32.7000007629395,0,50,27,0,50,NA,4,18.7338939015825,138,47.5,1.3,0.259999999999999,1772.05460616549,95.6693502834432,19.1338700566886,52.5175174431993,39.5,NA,83.1578947368421,13.035,0.626649076517151,1.02844361619077,0.920745920745921,1.03535303529523
"51","5_1_159_1991","DEN","5_1","5_1_1991","5_1_159",5,1,1991,6,"no","no","no","10",32.7000007629395,0,50,27,0,50,NA,4,17.4825180489105,143,48.9,1.4,0.233333333333333,1878.05194229761,105.99733613212,17.6662226886866,55.5542154596783,40.8892487231317,NA,83.6180955483266,13.4934520786335,0.622137404580153,1.04647299936236,0.894731919543363,1.02605188549124
"52","5_1_161_1980","DEN","5_1","5_1_1980","5_1_161",5,1,1980,0,"no","no","no","10",32.5999984741211,0,50,33.2999992370605,0,50,NA,4,18.268473724965,132,52.9,0,0,2197.86607443305,0,0,28.2295944613284,40,25.8,75.6143667296786,13.2,0.723666210670315,1.22320405004466,0.936768149882904,1.08860194129525
"53","5_1_161_1985","DEN","5_1","5_1_1985","5_1_161",5,1,1985,5,"no","no","no","10",32.5999984741211,0,50,33.2999992370605,0,50,NA,4,18.330673736285,138,54,1.1,0.22,2290.22104446696,92.3549700339058,18.4709940067812,31.721496686942,39.9320779295845,NA,73.9482924621935,13.1775857167629,0.712401055408971,1.2236926310378,0.930817667356282,1.05905747378058
"54","5_1_161_1991","DEN","5_1","5_1_1991","5_1_161",5,1,1991,6,"no","no","no","10",32.5999984741211,0,50,33.2999992370605,0,50,NA,4,16.2847813482247,143,56.1,2.1,0.35,2471.81295382608,181.591909359124,30.2653182265207,29.8744192774124,42.3662630001005,NA,75.5191853834233,13.9808667900332,0.713740458015267,1.23560386312533,0.927051706785569,1.07303283016923
"55","5_1_164_1980","DEN","5_1","5_1_1980","5_1_164",5,1,1980,0,"no","no","no","10",32.7999992370605,0,50,47.2999992370605,0,50,NA,4,21.2360836959511,132,39.7,0,0,1237.85819134908,0,0,63.6917383970099,37.1,25.6,93.4508816120907,12.243,0.543091655266758,0.885600350310847,0.868852459016393,1.02143559488692
"56","5_1_164_1985","DEN","5_1","5_1_1985","5_1_164",5,1,1985,5,"no","no","no","10",32.7999992370605,0,50,47.2999992370605,0,50,NA,4,20.8809312022602,138,40.4,0.699999999999996,0.139999999999999,1281.89546637078,44.0372750216948,8.80745500433895,68.0337178955731,37.4141766597321,NA,92.6093481676537,12.3466782977116,0.532981530343008,0.884790824642691,0.872125330063685,0.985117312255331
"57","5_1_164_1991","DEN","5_1","5_1_1991","5_1_164",5,1,1991,6,"no","no","no","10",32.7999992370605,0,50,47.2999992370605,0,50,NA,4,19.1712514670074,143,41.2,0.800000000000004,0.133333333333334,1333.16625847736,51.2707921065858,8.54513201776429,70.0264175493745,39.0468399108417,NA,94.773883278742,12.8854571705778,0.524173027989822,0.875809208772406,0.854416628245989,0.981423717825452
"58","5_1_168_1980","DEN","5_1","5_1_1980","5_1_168",5,1,1980,0,"no","no","no","10",31.2000007629395,0,50,38,0,50,NA,4,23.8608636407707,132,32.9,0,0,850.122826043032,0,0,75.4978435892004,35,25,106.382978723404,11.55,0.450068399452804,0.741828410303324,0.819672131147541,0.950749970473603
"59","5_1_168_1985","DEN","5_1","5_1_1985","5_1_168",5,1,1985,5,"no","no","no","10",31.2000007629395,0,50,38,0,50,NA,4,22.9203209211342,138,33.2,0.300000000000004,0.0600000000000009,865.697271623204,15.5744455801718,3.11488911603435,79.1751029229684,35.7108984465856,NA,107.56294712827,11.7845964873732,0.437994722955145,0.735516739306269,0.832421875211786,0.939415261341679
"60","5_1_168_1991","DEN","5_1","5_1_1991","5_1_168",5,1,1991,6,"no","no","no","10",31.2000007629395,0,50,38,0,50,NA,4,21.6334012041613,143,33.3,0.0999999999999943,0.0166666666666657,870.920169409796,5.22289778659274,0.870482964432123,82.2873468179884,36.7577332246373,NA,110.383583257169,12.1300519641303,0.423664122137405,0.723397430507413,0.804326766403442,0.923418996405405
"61","5_1_171_1980","DEN","5_1","5_1_1980","5_1_171",5,1,1980,0,"no","no","no","10",31.2999992370605,0,50,25.2999992370605,0,50,NA,4,25.285084740436,132,24.7,0,0,479.163565507149,0,0,81.8398520772258,34,25.3,137.651821862348,11.22,0.337893296853625,0.554849385977998,0.796252927400468,0.908441736765895
"62","5_1_171_1985","DEN","5_1","5_1_1985","5_1_171",5,1,1985,5,"no","no","no","10",31.2999992370605,0,50,25.2999992370605,0,50,NA,4,26.6072598194629,138,24.7,0,0,479.163565507149,0,0,85.5839676442549,33.1444676904258,NA,134.188128301319,10.9376743378405,0.325857519788918,0.541153956308157,0.77259831446214,0.869900761619422
"63","5_1_171_1991","DEN","5_1","5_1_1991","5_1_171",5,1,1991,6,"yes","no","yes","10",31.2999992370605,0,50,25.2999992370605,0,50,NA,4,25.9753053232992,143,24.7,0,0,479.163565507149,0,0,88.3253528097039,33.5452314901117,NA,135.81065380612,11.0699263917369,0.314249363867684,0.529323292943789,0.734031323634829,0.840204848653078
"64","5_1_173_1980","DEN","5_1","5_1_1980","5_1_173",5,1,1980,0,"no","no","no","10",31.1000003814697,0,50,19,0,50,NA,4,19.4159567700766,132,56.5,0,0,2507.1872871055,0,0,21.6109153330793,38.8,25.6,68.6725663716814,12.804,0.772913816689467,1.31753297070726,0.908665105386417,1.04582210242588
"65","5_1_173_1985","DEN","5_1","5_1_1985","5_1_173",5,1,1985,5,"no","no","no","10",31.1000003814697,0,50,19,0,50,NA,4,17.7481929595769,138,58.2,1.7,0.340000000000001,2660.33207498637,153.144787880869,30.6289575761737,21.8539300912051,40.5820566613273,NA,69.7286196930022,13.392078698238,0.767810026385224,1.31903500343747,0.945968686744226,1.07161945091186
"66","5_1_173_1991","DEN","5_1","5_1_1991","5_1_173",5,1,1991,6,"no","no","no","10",31.1000003814697,0,50,19,0,50,NA,4,15.9439358291446,143,58.5,0.299999999999997,0.0499999999999995,2687.82886468692,27.4967897005445,4.58279828342408,26.7286200312595,42.816716061226,NA,73.1909676260274,14.1295163002046,0.744274809160305,1.30600281899637,0.936908447729234,1.08625419667085
"67","5_1_182_1980","DEN","5_1","5_1_1980","5_1_182",5,1,1980,0,"no","no","no","10",29.5,0,50,12.8999996185303,0,50,NA,4,20.5655129916794,132,35,0,0,962.112750161874,0,0,72.2450825379707,37.7,25.1,107.714285714286,12.441,0.478796169630643,0.755778437607562,0.882903981264637,0.996552120445926
"68","5_1_182_1985","DEN","5_1","5_1_1985","5_1_182",5,1,1985,5,"no","no","no","10",29.5,0,50,12.8999996185303,0,50,NA,4,20.0306721032483,138,36.3,1.3,0.259999999999999,1034.91130592718,72.7985557653094,14.5597111530619,74.6137805669243,38.2,NA,105.234159779614,12.606,0.478891820580475,0.775572863605844,0.89044289044289,0.999240859981416
"69","5_1_182_1991","DEN","5_1","5_1_1991","5_1_182",5,1,1991,6,"no","no","no","10",29.5,0,50,12.8999996185303,0,50,NA,4,20.5492970317638,143,36.4,0.100000000000001,0.0166666666666669,1040.62115057508,5.70984464789944,0.951640774649907,78.7948759641045,37.7148720690838,NA,103.612285904076,12.4459077827977,0.463104325699746,0.74853281241262,0.825270723612337,0.93797262360894
"70","5_1_185_1980","DEN","5_1","5_1_1980","5_1_185",5,1,1980,0,"no","no","no","10",29.3999996185303,0,50,21,0,50,NA,4,24.844714328166,132,27.9,0,0,611.361784370208,0,0,79.3004618946246,34.3,25.3,122.939068100358,11.319,0.381668946648427,0.647744063093886,0.80327868852459,0.924866498942213
"71","5_1_185_1985","DEN","5_1","5_1_1985","5_1_185",5,1,1985,5,"no","no","no","10",29.3999996185303,0,50,21,0,50,NA,4,24.1359145527349,138,28.2,0.300000000000001,0.0600000000000001,624.580035460187,13.218251089979,2.64365021799581,82.7825592095664,34.8,NA,123.404255319149,11.484,0.372031662269129,0.62954590763755,0.811188811188811,0.915835806516703
"72","5_1_185_1991","DEN","5_1","5_1_1991","5_1_185",5,1,1991,6,"no","no","no","10",29.3999996185303,0,50,21,0,50,NA,4,23.7250979780554,143,28.2,0,0,624.580035460187,0,0,85.9587345150869,35.1,NA,124.468085106383,11.583,0.358778625954199,0.617331080741047,0.768052516411379,0.885701540454562
"73","5_1_189_1980","DEN","5_1","5_1_1980","5_1_189",5,1,1980,0,"no","no","no","10",29.6000003814697,0,50,30.2999992370605,0,50,NA,4,19.1191567035433,132,44.5,0,0,1555.2847130678,0,0,53.0026830214711,39.1,28.5,87.8651685393258,12.903,0.60875512995896,1.04335743865824,0.915690866510539,1.0596129072474
"74","5_1_189_1985","DEN","5_1","5_1_1985","5_1_189",5,1,1985,5,"no","no","no","10",29.6000003814697,0,50,30.2999992370605,0,50,NA,4,18.8291104897988,138,45.4,0.899999999999999,0.18,1618.83127846828,63.5465654004875,12.7093130800975,55.2760557045369,39.4,NA,86.784140969163,13.002,0.598944591029024,1.02488199806381,0.918414918414918,1.04410663639288
